Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18629142,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,"Clare, Cassandra",,"=""""","=""""",5,4.39,Margaret K. McElderry Books,Kindle Edition,733,2014,2014,2014/08/13,2014/06/14,,,read,"I am not satisfied with this... I need more Clary and Jace, Magnus and Alec, Isabelle and Simon and Tessa and Brother Zachariah!!!!!!! :( but it was awesome while it lasted. Props to Cassandra Clare",,,1,0
12686642,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,"Clare, Cassandra",,"=""""","=""""",5,4.22,Margaret K. McElderry Books,Kindle Edition,546,2012,2012,2014/08/10,2014/08/04,,,read,*applause*,,,1,0
15745950,"Walking Disaster (Beautiful, #2)",Jamie McGuire,"McGuire, Jamie",,"=""1476712980""","=""9781476712987""",3,4.15,Atria Books,Paperback,448,2013,2013,2014/08/07,2014/08/08,,,read,Compared to the first book this was a downer. I expected something interesting and different but it felt like I was just reading the first book again. The epilogue was unexpected and a little cliched but overall it was just... ok,,,1,0
6919272,"Saphirblau (Edelstein-Trilogie, #2)",Kerstin Gier,"Gier, Kerstin",,"=""""","=""""",0,4.18,Arena,Hardcover,400,2010,2010,,2014/08/04,to-read,to-read (#6),to-read,,,,0,0
8715343,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"Clare, Cassandra",,"=""1406328677""","=""9781406328677""",5,4.08,Walker Books,Paperback,424,2011,2011,2014/08/03,2014/08/02,,,read,The sarcasm and everything is hilarious!!!!!! And the romance <3 need I say more?,,,1,0
17904985,"Gates of Thread and Stone (Gates of Thread and Stone, #1)",Lori M. Lee,"Lee, Lori M.",,"=""1477847200""","=""9781477847206""",0,3.65,Skyscape,Hardcover,335,2014,2014,,2014/08/04,to-read,to-read (#6),to-read,,,,0,0
6365110,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1406322873""","=""9781406322873""",5,4.28,Walker Books,Paperback,541,2009,2009,2014/08/02,2014/07/29,,,read,"If my friend hadn't spoiled the fact that they weren't siblings to me I would've nearly died reading that chapter, but it happened. STILL sighs awesome as ever and I still don't know what it is about this seies that keeps me so mesmerised",true,,1,0
6469154,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1406318493""","=""9781406318494""",5,4.11,Walker Books Ltd,Paperback,411,2008,2008,2014/07/28,2014/07/25,,,read,"Why can't I put this book down? I don't even know. I just keep flipping the pages until the book is over and I'm like 'oh look when did it become midnight?' Seriously though, I don't even know why I fell in love with how AMAZING this book is. Can't wait to start the next one :)",,,1,0
10323524,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,"=""""","=""""",5,4.07,Walker Books Ltd,Paperback,442,2007,2007,2014/07/24,2014/07/22,,,read,OMG CLARY AND JACE ARE SIBLINGS??? VALENTINE IS CLARY's DAD??? My jaw was just open for the longest time. Can't wait to start the next book!! :),true,,1,0
11505797,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,"McGuire, Jamie",,"=""""","=""""",4,4.01,Jamie McGuire,Kindle Edition,432,2011,2011,2014/07/23,2014/02/04,,,read,"This was a very full on romance book. I think it's the first one I've read so far. I can't understand how they keep falling in and out of love and their concept of forever so that's probably why I roll my eyes while reading some scenes. But it was a good book. I didn't put it down, that's a good sign :)",,,1,0
12086222,The Stone Child,Dan Poblocki,"Poblocki, Dan",,"=""""","=""9780545297257""",4,4.07,"Scholastic, Inc.",Paperback,274,2009,2009,2014/07/21,2014/06/30,,,read,,,,1,0
99561,Looking for Alaska,John Green,"Green, John",,"=""""","=""9781435249158""",5,3.97,Speak,Paperback,221,2006,2005,2014/07/19,2014/07/19,,,read,"I cried reading this because although I expected it, I didn't want it be true, but yeah... This book is my second John Green book and I still love it because it holds so much meaning about life and its mysteries and people and their weirdness. Sighs I love books which move me to tears",,,1,0
12034772,"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,"Andrews, V.C.",,"=""0007436823""","=""9780007436828""",5,3.85,Harper,Paperback,423,2011,1979,2014/07/14,2014/07/16,,,read,,,,1,0
13580846,"My Life with the Walter Boys (My Life with the Walter Boys, #1)",Ali Novak,"Novak, Ali",Fallzswimmer,"=""""","=""""",4,3.76,Sourcebooks Fire,Kindle Edition,368,2014,2012,2014/06/30,2014/06/30,,,read,,,,1,0
12716010,"Rapture (Fallen, #4)",Lauren Kate,"Kate, Lauren",,"=""""","=""""",4,3.99,,Kindle Edition,466,2012,2012,2014/06/29,2014/06/18,,,read,,,,1,0
509797,"The Magician's Nephew (The Chronicles of Narnia, #6)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0064471101""","=""9780064471107""",5,4.05,HarperCollins,Mass Market Paperback,221,1994,1955,,2014/01/22,,,read,,,,1,0
12957973,"Passion (Fallen, #3)",Lauren Kate,"Kate, Lauren",,"=""0552561797""","=""9780552561792""",4,3.86,Corgi Children's,Paperback,448,2012,2011,2014/06/17,2014/06/15,,,read,This book is the best in its series so far. Even though she might be kind of clingy and blinded by her love. The story itself is really interesting. :),,,1,0
7796816,"Torment (Fallen, #2)",Lauren Kate,"Kate, Lauren",,"=""0385618093""","=""9780385618090""",4,3.85,Doubleday,Paperback,452,2010,2010,2014/06/15,2014/06/08,,,read,The story is pretty good aside from the fact that she acts like a whiny tramp over Daniel and is blind towards the good will of others it is a relatively good book. I would have liked it better if Luce didn't act so selfish and unreasonable half the time,,,1,0
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",5,4.33,Scholastic Press,Hardcover,391,2009,2009,2014/05/28,2014/05/26,,,read,"I don't think I've read a book where the protagonist is this confused and doesn't know what to do. Katniss' entire character is riveting, not just Katniss but all the other characters as well. Love this book",,,1,0
20343817,Spin The Bottle,chellefillion45,"chellefillion45, chellefillion45",,"=""""","=""""",5,3.99,,,,,,2014/01/14,2014/05/27,,,read,,,,1,0
18659365,Mr. Popular and I,thefreakoffreaks,"thefreakoffreaks, thefreakoffreaks",,"=""""","=""""",4,3.68,Wattpad,,159,,2018,2014/04/09,2014/05/27,,,read,,,,1,0
19180054,Saving Elliot,NorthByNorth,"NorthByNorth, NorthByNorth",,"=""""","=""""",4,4.27,Wattpad,ebook,306,,,2014/02/21,2014/05/27,,,read,,,,1,0
18108091,"I'll Protect You (The Royalty Series, #1)",orangechicken,"orangechicken, orangechicken",,"=""""","=""""",5,4.32,Wattpad.com,ebook,213,2014,,2014/02/10,2014/05/27,,,read,,,,1,0
18080066,Stupid Cupid,closet_anarchist,"closet_anarchist, closet_anarchist",nelinor,"=""""","=""""",4,3.89,Wattpad,ebook,114,2013,2013,2014/03/19,2014/05/27,,,read,,,,1,0
17559513,Little Miss Perfect,writerbug44,"writerbug44, writerbug44",,"=""""","=""""",4,3.97,Wattpad,ebook,,2012,2012,2014/03/16,2014/05/27,,,read,,,,1,0
18514117,Dorm Room 210,Nicole  Kaps,"Kaps, Nicole",,"=""""","=""""",5,3.90,Wattpad,ebook,135,2014,2012,2014/03/12,2014/05/27,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",5,4.34,Scholastic Press,Hardcover,374,2008,2008,2014/05/26,2014/05/25,,,read,"The characters have been developed in a really awesome way. Who they are, what they're like. They feel real. It's as if they are real. I also love the plot of the story. Rebellion with reality in it :)",,,1,0
8572224,Accomplice,Eireann Corrigan,"Corrigan, Eireann",,"=""1906427569""","=""9781906427566""",4,3.25,Chicago University Press,Paperback,272,2010,2010,2014/05/25,2014/05/23,,,read,,,,1,0
489830,Skin,Adrienne Maria Vrettos,"Vrettos, Adrienne Maria",,"=""141690655X""","=""9781416906551""",0,3.89,Margaret K. McElderry,Hardcover,227,2006,2006,,2014/05/24,to-read,to-read (#4),to-read,,,,0,0
6413788,Last Night I Sang to the Monster,Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,"=""1933693584""","=""9781933693583""",0,4.24,Cinco Puntos Press,Hardcover,239,2009,2009,,2014/05/24,to-read,to-read (#3),to-read,,,,0,0
12410324,"Losing Lila (Lila, #2)",Sarah Alderson,"Alderson, Sarah",,"=""0857071971""","=""9780857071972""",0,4.07,Simon & Schuster UK,Paperback,346,2012,2012,,2014/05/23,to-read,to-read (#1),to-read,,,,0,0
10188580,"Hunting Lila (Lila, #1)",Sarah Alderson,"Alderson, Sarah",,"=""0857071955""","=""9780857071958""",5,3.94,Simon & Schuster UK,Paperback,318,2011,2011,2014/05/22,2014/05/23,,,read,Heart-stopping and thrilling. I literally couldn't put the book down. It was like the pages were flipping on their own. I can't wait to read the sequel!,,,1,0
13027830,A Confusion of Princes,Garth Nix,"Nix, Garth",,"=""0007298358""","=""9780007298358""",5,3.78,HarperCollinsChildren'sBooks,Paperback,337,2012,2012,2014/05/23,2014/05/14,,,read,,,,1,0
66033,"Too Long a Stranger (Women of the West, #9)",Janette Oke,"Oke, Janette",,"=""0764202529""","=""9780764202520""",4,3.82,Bethany House,Paperback,304,2006,1994,2014/01/26,2014/01/27,,,read,,,,1,0
2228190,Message In A Bottle,Nicholas Sparks,"Sparks, Nicholas",,"=""0751540633""","=""9780751540635""",4,3.97,Sphere,Paperback,347,2012,1998,2014/01/28,2014/01/28,,,read,,,,1,0
1054003,A Walk to Remember,Nicholas Sparks,"Sparks, Nicholas",,"=""075154048X""","=""9780751540482""",4,4.20,Sphere,Paperback,193,2007,1999,2014/01/29,2014/01/29,,,read,,,,1,0
11750412,Every Other Day,Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""""","=""""",5,3.90,Egmont USA,Kindle Edition,336,2011,2011,2014/02/14,2014/02/04,,,read,I love the way the book is written it kept me on my toes and it seems as though there is going to be a sequel? >< I hope so. This book is fantastic,,,1,0
21955046,How the Hangman Lost His Heart,K.M. Grant,"Grant, K.M.",,"=""0545080703""","=""""",4,3.35,Walker & Company,Paperback,,,2006,2014/02/15,2014/02/15,,,read,,,,1,0
13335038,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0007420420""","=""9780007420421""",5,4.14,HarperCollins Children’s Books ,Paperback,489,2012,2011,2014/02/21,2014/02/21,,,read,I absolutely love the idea of factions and the principles in this book because some of them are really true and inspiring. The storyline is unique and creative. The romance? Enough to make me go all fan-girl on it. Especially the way they describe the characters (Tobias FTW) I can't wait to read the sequel. :),,,1,0
207578,Scrambled Eggs at Midnight,Brad Barkley,"Barkley, Brad",Heather Hepler,"=""0525477608""","=""9780525477600""",5,3.86,Dutton Juvenile,Hardcover,272,2006,2006,2014/05/07,2014/05/09,,,read,The romance was very clean as I'd like to call it. It was refreshing because it was pure love from the moment their eyes met right till the end of the book. There were some very philosophical thinking and new views in there. All in all a great book!,,,1,0
17390615,Ethan's Voice,Rachel   Carter,"Carter, Rachel",,"=""1407135503""","=""9781407135502""",4,3.75,Scholastic,Paperback,199,2013,2013,2014/05/04,2014/05/09,,,read,,,,1,0
13480671,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,"=""0007442920""","=""9780007442928""",5,3.97,Harper Collins Children's Books,Paperback,525,2012,2012,2014/05/06,2014/05/09,,,read,"The connection between Tris and Tobias was very realistic. It isn't like in most books where they are a perfect couple, but this time they are both dealing with each other's shortcomings in order to deal with the truth (Tris) and to save everyone (Tobias). There was also a lot of relation toward what is really happening in the world sometimes. I loved the book as a whole. I can't wait to read the final book of this trilogy",,,1,0
564991,Animal Farm (New Windmills Ks4),George Orwell,"Orwell, George",,"=""0435121650""","=""9780435121655""",3,3.99,Secker & Warburg,Hardcover,89,1994,1945,2014/02/10,2014/05/10,,,read,,,,1,0
7706484,"Percy Jackson and the Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""0141321288""","=""9780141321288""",5,4.55,Penguin,Paperback,368,2010,2009,,2014/01/22,,,read,,,,1,0
12970552,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",5,4.14,Dutton Books,Kindle Edition,322,2012,2012,,2014/01/22,best-books-ever,best-books-ever (#1),read,"This is by far the best book I have EVER read in my ENTIRE LIFE. I couldn't wait to start, I couldn't stop and when I finished reading I just had to read it again. I am not ashamed to say I cried every single time I read this book which is like 3 times. This book is a masterpiece it captured reality and love and sacrifices. John Green, thank you for this book! I love it so very much.",,,1,0
9814347,"The Lost Hero (Heroes of Olympus, #1)",Rick Riordan,"Riordan, Rick",,"=""0141334010""","=""9780141334011""",5,4.30,Puffin,Paperback,551,2010,2010,,2014/01/22,,,read,,,,1,0
11835764,"The Son of Neptune (Heroes of Olympus, #2)",Rick Riordan,"Riordan, Rick",,"=""0141335726""","=""9780141335728""",5,4.41,Penguin UK,Paperback,544,2011,2011,,2014/01/22,,,read,,,,1,0
9520195,"The Red Pyramid (Kane Chronicles, #1)",Rick Riordan,"Riordan, Rick",,"=""014132550X""","=""9780141325507""",5,4.10,Puffin Books,Unknown Binding,519,2011,2010,,2014/01/22,,,read,,,,1,0
10483567,"The Throne of Fire (Kane Chronicles, #2)",Rick Riordan,"Riordan, Rick",,"=""0141335661""","=""9780141335667""",5,4.19,Penguin Books Ltd (UK),Paperback,452,2011,2011,,2014/01/22,,,read,,,,1,0
16135864,"The Mark of Athena (Heroes of Olympus, #3)",Rick Riordan,"Riordan, Rick",,"=""0141335750""","=""9780141335759""",5,4.47,Puffin,Paperback,592,2012,2012,,2014/01/22,,,read,,,,1,0
6514178,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,"Ness, Patrick",,"=""0763645761""","=""9780763645762""",5,3.97,Candlewick Press,Paperback,479,2009,2008,,2014/01/22,,,read,,,,1,0
7013119,The Singing,Alison Croggon,"Croggon, Alison",,"=""0763648043""","=""9780763648046""",5,4.23,Candlewick Press,Paperback,470,2010,2008,,2014/01/22,,,read,,,,1,0
2825070,"The Crow (The Books of Pellinor, #3)",Alison Croggon,"Croggon, Alison",,"=""0763641464""","=""9780763641467""",4,4.04,Candlewick Press,Paperback,528,2008,2006,,2014/01/22,,,read,,,,1,0
8341148,She's So Dead to Us (The He's So/She's So Trilogy),Kieran Scott,"Scott, Kieran",,"=""1416999523""","=""9781416999522""",5,3.97,Simon & Schuster Books for Young Readers,Paperback,304,2011,2010,,2014/01/22,,,read,,,,1,0
8600762,Reckless (Mirrorworld #1),Cornelia Funke,"Funke, Cornelia",,"=""1905294859""","=""9781905294855""",4,3.75,Chicken House,Hardcover,345,2010,2010,,2014/01/22,,,read,,,,1,0
6295897,Just Watch Me,Peter Grimsdale,"Grimsdale, Peter",,"=""0752894196""","=""9780752894195""",2,3.39,Orion,Paperback,,2010,2009,,2014/01/22,,,read,,,,1,0
12358349,"Ruby Red (Precious Stone Trilogy, #1)",Kerstin Gier,"Gier, Kerstin",Anthea Bell,"=""0312551517""","=""9780312551513""",5,4.13,Square Fish,Paperback,322,2012,2009,,2014/01/22,,,read,,,,1,0
12229222,Finding Mr. Flood,Ciara Geraghty,"Geraghty, Ciara",,"=""0340995904""","=""9780340995907""",5,3.66,Hodder & Stoughton,Paperback,560,2011,2011,,2014/01/22,,,read,,,,1,0
11043196,The Tree of Seasons,Stephen Gately,"Gately, Stephen",,"=""1444706535""","=""9781444706536""",3,3.80,Hodder & Stoughton,Paperback,320,2011,2010,,2014/01/22,,,read,,,,1,0
10563347,The Healing Spell,Kimberley Griffiths Little,"Little, Kimberley Griffiths",,"=""0545165601""","=""9780545165600""",5,4.12,Scholastic Paperbacks,Paperback,368,2011,2010,,2014/01/22,,,read,,,,1,0
9902547,"Birth of a Killer (The Saga of Larten Crepsley, #1)",Darren Shan,"Shan, Darren",,"=""0007315872""","=""9780007315871""",5,4.25,HarperCollins Children's Books,Paperback,256,2011,2010,,2014/01/22,,,read,,,,1,0
12156463,The Search for WondLa,Tony DiTerlizzi,"DiTerlizzi, Tony",,"=""1416983112""","=""9781416983118""",4,4.10,Simon & Schuster Books for Young Readers,Paperback,486,2012,2009,,2014/01/22,,,read,,,,1,0
587315,"The Horse and His Boy (The Chronicles of Narnia, #3)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0064471063""","=""9780064471060""",5,3.91,HarperCollins,Paperback,241,2002,1954,,2014/01/22,,,read,,,,1,0
444329,"The Voyage of the Dawn Treader (The Chronicles of Narnia, #3)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0064471071""","=""9780064471077""",5,4.09,HarperCollins,Paperback,272,2002,1952,,2014/01/22,,,read,,,,1,0
587316,"Prince Caspian (The Chronicles of Narnia, #4) (Publication Order, #2)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""""","=""""",5,3.98,HarperCollins,Paperback,238,2002,1951,,2014/01/22,,,read,,,,1,0
587317,"The Silver Chair (The Chronicles of Narnia, #6)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0064471098""","=""9780064471091""",5,3.95,HarperCollins,Paperback,257,2002,1953,,2014/01/22,,,read,,,,1,0
587318,"The Last Battle (The Chronicles of Narnia, #7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""006447108X""","=""9780064471084""",5,4.01,HarperCollins,Paperback,229,2002,1956,,2014/01/22,,,read,,,,1,0
11159265,The Emerald Atlas (The Books of Beginning #1),John  Stephens,"Stephens, John",,"=""0857530194""","=""9780857530196""",5,3.94,Doubleday Children's,Paperback,417,2011,2011,,2014/01/25,,,read,,,,1,0
17188744,An Abundance of Katherines,John Green,"Green, John",,"=""""","=""""",5,3.52,Penguin Books Ltd,Paperback,226,2012,2006,,2014/01/25,,,read,,,,1,0
7872565,No and Me,Delphine de Vigan,"Vigan, Delphine de",,"=""0747599831""","=""9780747599838""",4,3.72,Bloomsbury Publishing PLC,Paperback,246,2010,2007,2014/05/09,2014/04/23,,,read,The ending crushed a little piece of my heart. Though I liked the plot twist.,,,1,0
6762222,"The Society of Unrelenting Vigilance (Candle Man, #1)",Glenn Dakin,"Dakin, Glenn",,"=""1405246766""","=""9781405246767""",4,3.55,Egmont Books,Paperback,384,2010,2009,,2014/01/26,,,read,,,,1,0
6955174,Ordinary Thunderstorms,William  Boyd,"Boyd, William",,"=""1408802856""","=""9781408802854""",4,3.69,Bloomsbury Publishing,Paperback,403,2010,2009,2014/04/23,2014/04/09,,,read,,,,1,0
8549970,"The Capture (Guardians of Ga'Hoole, #1)",Kathryn Lasky,"Lasky, Kathryn",,"=""""","=""""",5,3.93,"Scholastic, Inc.",Kindle Edition,242,2010,2003,,2014/01/26,,,read,,,,1,0
47701,"InterWorld (InterWorld, #1)",Neil Gaiman,"Gaiman, Neil",Michael Reaves,"=""0061238961""","=""9780061238963""",0,3.56,HarperCollins,Hardcover,239,2007,2007,2014/04/09,2014/03/15,,,read,,,,1,0
9975535,"Crucible of Secrets (Alexander Seaton, #3)",Shona MacLean,"MacLean, Shona",,"=""1849163146""","=""9781849163149""",3,4.01,Quercus,Hardcover,352,2011,2011,2014/03/15,2014/02/15,,,read,,,,1,0
8131356,Zac and the Dream Pirates,Ross  MacKenzie,"MacKenzie, Ross",,"=""190642716X""","=""9781906427160""",4,3.82,The Chicken House,Paperback,320,2010,2010,,2014/01/22,,,read,,,,1,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,3.85,Vintage Books ,Paperback,288,2010,2005,,2014/02/15,to-read,to-read (#2),to-read,,,,0,0
6412316,Schooling Around #4: Robot Riot! (4),Andy Griffiths,"Griffiths, Andy",,"=""0439926203""","=""9780439926201""",4,3.99,Scholastic Paperbacks,Paperback,160,2009,2009,,2014/01/26,,,read,,,,1,0
747399,Searching for David's Heart: A Christmas Story,Cherie Bennett,"Bennett, Cherie",,"=""0590306731""","=""9780590306737""",4,4.31,Scholastic Paperbacks,Paperback,220,1998,1998,,2014/01/25,,,read,,,,1,0
6908412,Flyaway,Lucy Christopher,"Christopher, Lucy",,"=""190529476X""","=""9781905294763""",5,3.89,Chicken House,Paperback,260,2010,2010,,2014/01/25,,,read,,,,1,0
3675618,"The Dragon Tattoo (Baker Street Mysteries, #1)",Tim Pigott-Smith,"Pigott-Smith, Tim",,"=""0340957034""","=""9780340957035""",3,3.57,Hodder Children's Books,Paperback,208,2008,2008,,2014/01/25,,,read,,,,1,0
11684505,School. Hasn't This Gone on Long Enough? (Dear Dumb Diary Year Two #1),Jim Benton,"Benton, Jim",,"=""0545377617""","=""9780545377614""",4,4.22,Scholastic Paperbacks,Paperback,160,2012,2012,,2014/01/25,,,read,,,,1,0
8693243,"Okay, So Maybe I Do Have Superpowers (Dear Dumb Diary #11)",Jim Benton,"Benton, Jim",,"=""0545116155""","=""9780545116152""",4,4.03,Scholastic Paperbacks,Paperback,160,2011,2014,,2014/01/25,,,read,,,,1,0
7493619,"The Worst Things In Life Are Also Free (Dear Dumb Diary, #10)",Jim Benton,"Benton, Jim",,"=""0545116147""","=""9780545116145""",4,4.02,Scholastic Paperbacks,Paperback,160,2010,2010,,2014/01/25,,,read,,,,1,0
13221024,The Super-Nice are Super-Annoying (Dear Dumb Diary Year Two #2),Jim Benton,"Benton, Jim",,"=""0545377633""","=""9780545377638""",4,4.08,Scholastic Paperbacks,Paperback,144,2012,2012,,2014/01/25,,,read,,,,1,0
948297,"The Problem with Here Is That It's Where I'm From (Dear Dumb Diary,#6)",Jim Benton,"Benton, Jim",,"=""0439796229""","=""9780439796224""",4,4.14,Scholastic Paperbacks,Paperback,128,2007,,,2014/01/25,,,read,,,,1,0
10066125,"Me! (Just Like You, Only Better) (Dear Dumb Diary #12)",Jim Benton,"Benton, Jim",,"=""0545116163""","=""9780545116169""",4,4.05,Scholastic Paperbacks,Paperback,160,2011,2011,,2014/01/25,,,read,,,,1,0
674419,"Am I the Princess or the Frog? (Dear Dumb Diary, #3)",Jim Benton,"Benton, Jim",,"=""0439629071""","=""9780439629072""",4,4.05,Scholastic,Paperback,160,2005,2005,,2014/01/25,,,read,,,,1,0
6649283,That's What Friends Aren't For (Dear Dumb Diary #9),Jim Benton,"Benton, Jim",,"=""0545116120""","=""9780545116121""",4,4.15,Scholastic Paperbacks,Paperback,144,2010,2010,,2014/01/25,,,read,,,,1,0
4702458,It's Not My Fault I Know Everything (Dear Dumb Diary #8),Jim Benton,"Benton, Jim",,"=""0439825970""","=""9780439825979""",4,4.22,Scholastic,Paperback,131,2009,2008,,2014/01/25,,,read,,,,1,0
369005,"Can Adults Become Human? (Dear Dumb Diary, No. 5)",Jim Benton,"Benton, Jim",,"=""0439796210""","=""9780439796217""",4,4.10,Scholastic,Paperback,128,2006,,,2014/01/25,,,read,,,,1,0
2563902,"Never Underestimate Your Dumbness (Dear Dumb Diary, #7)",Jim Benton,"Benton, Jim",,"=""0439825962""","=""9780439825962""",4,4.13,Scholastic Inc.,Paperback,150,2008,2008,,2014/01/25,,,read,,,,1,0
389621,"Never Do Anything, Ever (Dear Dumb Diary #4)",Jim Benton,"Benton, Jim",,"=""043962908X""","=""9780439629089""",4,4.08,Scholastic,Paperback,144,2005,2005,,2014/01/25,,,read,,,,1,0
389633,My Pants Are Haunted,Jim Benton,"Benton, Jim",,"=""0439629055""","=""9780439629058""",4,4.04,Scholastic,Paperback,144,2004,2004,,2014/01/25,,,read,,,,1,0
438024,Let's Pretend This Never Happened (Dear Dumb Diary #1),Jim Benton,"Benton, Jim",,"=""0545010306""","=""9780545010306""",4,4.01,Scholastic,Paperback,128,2007,2004,,2014/01/25,,,read,,,,1,0
2070498,"Magic Secrets (Stardust, #6)",Linda Chapman,"Chapman, Linda",,"=""0141322098""","=""9780141322094""",4,4.20,,Paperback,160,2007,2007,,2014/01/25,,,read,,,,1,0
914608,Treasure Island,Deidre S. Laiken,"Laiken, Deidre S.",,"=""0866119582""","=""9780866119580""",3,4.06,Baronet Books,School & Library Binding,240,1989,1977,,2014/01/25,,,read,,,,1,0
517344,"Clementine (Clementine, #1)",Sara Pennypacker,"Pennypacker, Sara",Marla Frazee,"=""0786838825""","=""9780786838820""",3,3.95,"Little, Brown Books for Young Readers",Hardcover,144,2006,2006,,2014/01/25,,,read,,,,1,0
10425811,Liesl & Po,Lauren Oliver,"Oliver, Lauren",Kei Acedera,"=""006201451X""","=""9780062014511""",4,3.86,HarperCollins,Hardcover,313,2011,2011,,2014/01/25,,,read,,,,1,0
10508431,"Tuesdays at the Castle (Castle Glower, #1)",Jessica Day George,"George, Jessica Day",,"=""1599906449""","=""9781599906447""",5,4.11,Bloomsbury,Hardcover,225,2011,2011,,2014/01/25,,,read,,,,1,0
235129,The Last Holiday Concert,Andrew Clements,"Clements, Andrew",,"=""0689845251""","=""9780689845253""",3,3.84,Atheneum Books for Young Readers,Paperback,176,2006,2004,,2014/01/25,,,read,,,,1,0
6620473,The Witchy Worries of Abbie Adams,Rhonda Hayter,"Hayter, Rhonda",,"=""0803734689""","=""9780803734685""",3,3.87,Dial,Hardcover,256,2010,2010,,2014/01/25,,,read,,,,1,0
7403981,The Summer of Moonlight Secrets,Danette Haworth,"Haworth, Danette",,"=""080279520X""","=""9780802795205""",4,3.80,Walker Books,Hardcover,256,2010,2010,,2014/01/25,,,read,,,,1,0
181077,Sadako and the Thousand Paper Cranes,Eleanor Coerr,"Coerr, Eleanor",Ronald Himler,"=""""","=""9780698118027""",4,4.13,Puffin Books,Paperback,80,1987,1977,,2014/01/25,,,read,,,,1,0
7249522,"The Shadows (The Books of Elsewhere, #1)",Jacqueline  West,"West, Jacqueline",,"=""""","=""9780803734401""",4,3.96,Dial Books,Hardcover,256,2010,2010,,2014/01/25,,,read,,,,1,0
10806008,"Peter Nimble and His Fantastic Eyes (Peter Nimble, #1)",Jonathan Auxier,"Auxier, Jonathan",,"=""1419700251""","=""9781419700255""",5,4.11,Amulet Books,Hardcover,400,2011,2011,,2014/01/25,,,read,,,,1,0
13563669,"The Third Wheel (Diary of a Wimpy Kid, #7)",Jeff Kinney,"Kinney, Jeff",,"=""1419705849""","=""9781419705847""",3,4.20,Amulet Books,Hardcover,224,2012,2012,,2014/01/24,,,read,,,,1,0
7823678,"The Ugly Truth (Diary of a Wimpy Kid, #5)",Jeff Kinney,"Kinney, Jeff",,"=""0810984911""","=""9780810984912""",3,4.19,Amulet books,Hardcover,217,2010,2010,,2014/01/24,,,read,,,,1,0
6578293,"Dog Days (Diary of a Wimpy Kid, #4)",Jeff Kinney,"Kinney, Jeff",,"=""0810983915""","=""9780810983915""",3,4.17,Amulet Books,Paperback,218,2009,2009,,2014/01/24,,,read,,,,1,0
3293821,"The Last Straw (Diary of a Wimpy Kid, #3)",Jeff Kinney,"Kinney, Jeff",,"=""0810970686""","=""9780810970687""",3,4.15,Amulet Books,Hardcover,218,2014,2009,,2014/01/24,,,read,,,,1,0
1809465,"Rodrick Rules (Diary of a Wimpy Kid, #2)",Jeff Kinney,"Kinney, Jeff",,"=""0810994739""","=""9780810994737""",3,4.15,Amulet Books,Hardcover,226,2008,2008,,2014/01/24,,,read,,,,1,0
389627,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,"Kinney, Jeff",,"=""0810993139""","=""9780810993136""",3,3.98,Amulet Books,Hardcover,226,2007,2007,,2014/01/24,,,read,,,,1,0
2870983,Puppet Master,Joanne Owen,"Owen, Joanne",,"=""1842555847""","=""9781842555842""",4,3.31,Orion Children's Books,Hardcover,232,2008,2008,,2014/01/23,,,read,,,,1,0
