Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
7066732,January (Conspiracy 365 #1),Gabrielle Lord,"Lord, Gabrielle",,"=""1935279491""","=""9781935279495""",3,4.05,Kane Miller Book Pub,Hardcover,192,2010,2009,,2014/01/22,,,read,,,,1,0
12283261,"Between the Lines (Between the Lines, #1)",Jodi Picoult,"Picoult, Jodi",Samantha van Leer,"=""1451635753""","=""9781451635751""",5,3.57,Simon Pulse,Hardcover,385,2012,2012,,2014/01/22,,,read,,,,1,0
661550,The Worst Thing I've Done,Ursula Hegi,"Hegi, Ursula",,"=""1416543759""","=""9781416543756""",4,2.81,Touchstone,Hardcover,260,2007,2007,,2014/01/22,,,read,,,,1,0
112968,Ruler of the Realm,Herbie Brennan,"Brennan, Herbie",,"=""1582348812""","=""9781582348810""",4,3.89,Bloomsbury Children's Books,Hardcover,430,2006,2006,,2014/01/22,,,read,,,,1,0
2164318,Ways to Live Forever,Sally Nicholls,"Nicholls, Sally",,"=""1407104993""","=""9781407104997""",5,4.19,Marion Lloyd Books,Paperback,215,2008,2008,,2014/01/22,,,read,,,,1,0
3310961,Pencil of Doom! (Schooling Around!),Andy Griffiths,"Griffiths, Andy",,"=""0439926181""","=""9780439926188""",4,4.04,Scholastic Paperbacks,Paperback,176,2008,2008,,2014/01/22,,,read,,,,1,0
3002258,The Last Invisible Boy,Evan Kuhlman,"Kuhlman, Evan",J.P. Coovert,"=""1416957979""","=""9781416957973""",3,3.76,Atheneum Books for Young Readers,Hardcover,234,2008,2008,,2014/01/22,,,read,,,,1,0
5808013,The Promised One,David Alric,"Alric, David",,"=""0571234844""","=""9780571234844""",2,3.98,Faber Children's Books,Paperback,310,2007,2007,,2014/01/22,,,read,,,,1,0
8998009,Getting Away with It,Julie Cohen,"Cohen, Julie",,"=""0755350618""","=""9780755350612""",5,3.79,Headline Review,Paperback,544,2010,2010,,2014/01/22,,,read,,,,1,0
7077991,The Secret to Lying,Todd Mitchell,"Mitchell, Todd",,"=""0763640840""","=""9780763640842""",4,3.75,Candlewick Press,Hardcover,336,2010,2010,,2014/01/22,,,read,,,,1,0
7825557,"A Tale Dark & Grimm (A Tale Dark & Grimm, #1)",Adam Gidwitz,"Gidwitz, Adam",Hugh D'Andrade,"=""0525423346""","=""9780525423348""",5,4.07,Dutton Books for Young Readers,Hardcover,256,2010,2010,,2014/01/22,,,read,,,,1,0
6265292,Seven Sorcerers (Seven Sorcerers #1),Caro King,"King, Caro",,"=""1847248381""","=""9781847248381""",4,3.87,Quercus,Hardcover,352,2009,2009,,2014/01/22,,,read,,,,1,0
10626634,Circle of Secrets,Kimberley Griffiths Little,"Little, Kimberley Griffiths",,"=""054516561X""","=""9780545165617""",4,4.30,Scholastic Press,Hardcover,336,2011,2011,,2014/01/22,,,read,,,,1,0
4723885,Same Difference,Siobhan Vivian,"Vivian, Siobhan",,"=""0545004071""","=""9780545004077""",4,3.78,PUSH,Hardcover,287,2009,2009,,2014/01/22,,,read,,,,1,0
8032161,"Zora and Me (Zora and Me, #1)",Victoria Bond,"Bond, Victoria",T.R. Simon,"=""0763643009""","=""9780763643003""",2,3.77,Candlewick Press,Hardcover,192,2010,2010,,2014/01/22,,,read,,,,1,0
708549,The Garden of Eve,K.L. Going,"Going, K.L.",,"=""0152059865""","=""9780152059866""",3,3.95,HMH Books for Young Readers,Hardcover,240,2007,2007,,2014/01/22,,,read,,,,1,0
11947829,"Ascend (Trylle, #3)",Amanda Hocking,"Hocking, Amanda",,"=""1250006333""","=""9781250006332""",5,4.08,St. Martin's Griffin,Paperback,326,2012,2012,,2014/01/22,,,read,,,,1,0
11966216,"Torn (Trylle, #2)",Amanda Hocking,"Hocking, Amanda",,"=""1250006325""","=""9781250006325""",5,4.03,St. Martin's Griffin,Paperback,324,2012,2010,,2014/01/22,,,read,,,,1,0
9703097,"He's So Not Worth It (He's So/She's So, #2)",Kieran Scott,"Scott, Kieran",,"=""1416999531""","=""9781416999539""",5,3.93,Simon & Schuster Books for Young Readers,Hardcover,360,2011,2011,,2014/01/22,,,read,,,,1,0
378,The Phantom Tollbooth,Norton Juster,"Juster, Norton","Jules Feiffer, Maurice Sendak","=""0394820371""","=""9780394820378""",5,4.20,Random House Bullseye Books,Paperback,248,1996,1961,,2014/01/22,,,read,,,,1,0
10929,For One More Day,Mitch Albom,"Albom, Mitch",,"=""1401303277""","=""9781401303273""",5,4.12,Hyperion,Hardcover,208,2006,2006,,2014/01/22,,,read,,,,1,0
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""""","=""""",5,3.99,Hyperion,Paperback,196,2003,2003,,2014/01/22,,,read,,,,1,0
393146,"The Naming (The Books of Pellinor, #1)",Alison Croggon,"Croggon, Alison",,"=""0763631620""","=""9780763631628""",5,4.03,Candlewick Press,Paperback,492,2006,2002,,2014/01/22,,,read,,,,1,0
7540092,"Monsters of Men (Chaos Walking, #3)",Patrick Ness,"Ness, Patrick",,"=""1406310271""","=""9781406310276""",5,4.22,Walker Books,Hardcover,603,2010,2010,,2014/01/22,,,read,,,,1,0
6043849,"The Ask and the Answer (Chaos Walking, #2)",Patrick Ness,"Ness, Patrick",,"=""1406310263""","=""9781406310269""",5,4.18,Walker Books Ltd.,Hardcover,536,2009,2009,,2014/01/22,,,read,,,,1,0
6963749,"Clarity (Clarity, #1)",Kim Harrington,"Harrington, Kim",,"=""0545230500""","=""9780545230506""",3,3.84,Scholastic Point,Hardcover,246,2011,2011,,2014/01/22,,,read,,,,1,0
11408650,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,"Hodkin, Michelle",,"=""""","=""""",5,4.02,Simon & Schuster Books for Young Readers,Kindle Edition,456,2011,2011,,2014/01/22,,,read,,,,1,0
11254250,"Cabin Fever (Diary of a Wimpy Kid, #6)",Jeff Kinney,"Kinney, Jeff",,"=""1419702238""","=""9781419702235""",3,4.24,Amulet Books,Hardcover,224,2011,2011,,2014/01/22,,,read,,,,1,0
6487308,"Fallen (Fallen, #1)",Lauren Kate,"Kate, Lauren",,"=""0385738935""","=""9780385738934""",4,3.72,Delacorte Press,Hardcover,464,2009,2009,,2014/01/22,,,read,,,,1,0
12432220,"The False Prince (Ascendance, #1)",Jennifer A. Nielsen,"Nielsen, Jennifer A.",,"=""0545284139""","=""9780545284134""",5,4.23,"Scholastic, Inc.",Hardcover,342,2012,2012,,2014/01/22,,,read,,,,1,0
561456,"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.37,Puffin Books,Paperback,320,2007,2007,,2014/01/22,,,read,,,,1,0
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""0786856866""","=""9780786856862""",5,4.24,Hyperion Books,Hardcover,279,2006,2006,,2014/01/22,,,read,,,,1,0
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""1423101464""","=""9781423101468""",5,4.42,Hyperion Books for Children,Hardcover,361,2008,2008,,2014/01/22,,,read,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.31,Disney Hyperion Books,Paperback,377,2006,2005,,2014/01/22,,,read,,,,1,0
